0.0039172,0.0039172,0,0,0.045,0,0
0.0078344,0.0078344,0.004054913,1.047426,-0.1446654,0,0
0.0278344,0.0278344,-0.0006570532,1.026968,-0.1435937,0,0
0.0348664,0.0348664,-0.001807846,1.019858,-0.1428952,0,0
0.0390563,0.0390563,-0.00251745,1.016244,-0.1426388,0,0
0.0445036,0.0445036,-0.003648461,1.009498,-0.1419829,0,0
0.0497652,0.0497652,-0.00443978,1.005185,-0.1416465,0,0
0.0547494,0.0547494,-0.004965177,0.9992467,-0.1409356,0,0
0.0591077,0.0591077,-0.005629688,0.994976,-0.1405657,0,0
0.064526,0.064526,-0.005780296,0.9877521,-0.139726,0,0
0.0700312,0.0700312,-0.005582267,0.9816231,-0.1389575,0,0
0.07623509,0.07623509,-0.006097711,0.9747243,-0.1382732,0,0
0.081443,0.081443,-0.005635868,0.9671169,-0.1373611,0,0
0.0880622,0.0880622,-0.005010991,0.9592278,-0.1363831,0,0
0.092489,0.092489,-0.005008501,0.9541684,-0.1358462,0,0
0.0968767,0.0968767,-0.004987006,0.9491462,-0.1353226,0,0
0.101267,0.101267,-0.004932927,0.9428221,-0.1346767,0,0
0.1076106,0.1076106,-0.003609317,0.9347944,-0.1335552,0,0
0.1137645,0.1137645,-0.001906575,0.9327749,-0.1327627,0,0
0.1198746,0.1198746,-0.001368782,0.9262104,-0.1319715,0,0
0.1264869,0.1264869,0.002724852,0.9052199,-0.1289454,0,0
0.1314759,0.1314759,0.003672541,0.8987614,-0.1281105,0,0
0.1358677,0.1358677,0.00472548,0.8918016,-0.1272265,0,0
0.1403761,0.1403761,0.006782852,0.8843672,-0.1260244,0,0
0.1463813,0.1463813,0.009141374,0.8739541,-0.1245795,0,0
0.1521405,0.1521405,0.01143247,0.8656699,-0.1235906,0,0
0.1568257,0.1568257,0.01305909,0.8582417,-0.1226446,0,0
0.1620956,0.1620956,0.01609861,0.8486226,-0.1218376,0,0
0.1673014,0.1673014,0.01868512,0.8415502,-0.1216491,0,0
0.1719374,0.1719374,0.02079817,0.8339912,-0.1209348,0,0
0.1773859,0.1773859,0.02431496,0.8253115,-0.120861,0,0
0.1821563,0.1821563,0.02705055,0.8167827,-0.1202492,0,0
0.1883166,0.1883166,0.03104984,0.8081581,-0.1205705,0,0
0.194311,0.194311,0.03550942,0.7991526,-0.1209736,0,0
0.1990407,0.1990407,0.03843984,0.7918794,-0.1208013,0,0
0.2033405,0.2033405,0.04150424,0.7844343,-0.1206249,0,0
0.2075534,0.2075534,0.04387866,0.778773,-0.1204901,0,0
0.213078,0.213078,0.04763465,0.769999,-0.1202795,0,0
0.2207899,0.2207899,0.05283835,0.768179,-0.1225856,0,0
0.2252807,0.2252807,0.05653842,0.7610241,-0.1227223,0,0
0.2305857,0.2305857,0.06595755,0.746699,-0.1243466,0,0
0.2352308,0.2352308,0.07021712,0.7393563,-0.1246955,0,0
0.2397731,0.2397731,0.07465847,0.7318205,-0.1250316,0,0
0.2514761,0.2514761,0.08793594,0.7115261,-0.1273384,0,0
0.2587567,0.2587567,0.08751474,0.7124454,-0.1286764,0,0
0.2635078,0.2635078,0.09644457,0.6975381,-0.1310515,0,0
0.2694332,0.2694332,0.1011824,0.6885694,-0.1321381,0,0
0.2741824,0.2741824,0.10583,0.6808527,-0.1329942,0,0
0.27899,0.27899,0.108064,0.6744167,-0.1334714,0,0
0.2833377,0.2833377,0.1125088,0.6665378,-0.1342716,0,0
0.2897558,0.2897558,0.1147646,0.6602474,-0.1353309,0,0
0.2947304,0.2947304,0.1187621,0.6528226,-0.1361375,0,0
0.2997305,0.2997305,0.1226784,0.6456416,-0.1368926,0,0
0.3045633,0.3045633,0.1270764,0.6376823,-0.1376995,0,0
0.3102786,0.3102786,0.1272369,0.6350796,-0.1391932,0,0
0.3144925,0.3144925,0.1302746,0.6294379,-0.1398695,0,0
0.3193624,0.3193624,0.1338052,0.6229637,-0.1406203,0,0
0.3242859,0.3242859,0.1261384,0.6329247,-0.1414724,0,0
0.3297155,0.3297155,0.1246349,0.6352377,-0.141784,0,0
0.3357626,0.3357626,0.1269105,0.6304654,-0.1426723,0,0
0.3408549,0.3408549,0.1288895,0.6260659,-0.1437414,0,0
0.3470935,0.3470935,0.1301817,0.6248785,-0.1436772,0,0
0.3526446,0.3526446,0.131756,0.6218768,-0.1441803,0,0
0.3571137,0.3571137,0.1315988,0.6236779,-0.1434947,0,0
0.3616542,0.3616542,0.1316282,0.6244876,-0.1430489,0,0
0.366743,0.366743,0.1326138,0.6229765,-0.1431732,0,0
0.3719873,0.3719873,0.1325701,0.6232055,-0.1424743,0,0
0.3771679,0.3771679,0.1323503,0.622991,-0.1418105,0,0
0.3829452,0.3829452,0.1330809,0.6217013,-0.1415623,0,0
0.392285,0.392285,0.1329384,0.6209673,-0.1406175,0,0
0.3963161,0.3963161,0.1323486,0.6207351,-0.1398981,0,0
0.4003989,0.4003989,0.1324792,0.6201324,-0.1395716,0,0
0.4106174,0.4106174,0.1312307,0.6188651,-0.1380285,0,0
0.4188226,0.4188226,0.1302989,0.6178181,-0.1370492,0,0
0.427419,0.427419,0.1289869,0.6165489,-0.1357954,0,0
0.4475744,0.4475744,0.1257871,0.6143307,-0.1331368,0,0
0.4536391,0.4536391,0.1248456,0.613844,-0.132397,0,0
0.4598958,0.4598958,0.1238803,0.6131362,-0.1316167,0,0
0.4670919,0.4670919,0.1223233,0.612459,-0.1305749,0,0
0.4762039,0.4762039,0.1199776,0.6108528,-0.129204,0,0
0.4924124,0.4924124,0.1161916,0.6079786,-0.1273023,0,0
0.5031062,0.5031062,0.1139368,0.605994,-0.1265449,0,0
0.5087103,0.5087103,0.112835,0.6051474,-0.126079,0,0
0.5159357,0.5159357,0.1111102,0.6033009,-0.1258555,0,0
0.5233544,0.5233544,0.1091415,0.6010067,-0.1255663,0,0
0.5308136,0.5308136,0.1075451,0.5990579,-0.1255705,0,0
0.5434161,0.5434161,0.1045411,0.5953212,-0.1255603,0,0
0.5512621,0.5512621,0.1032327,0.5938829,-0.1257559,0,0
0.5582023,0.5582023,0.1017499,0.5922384,-0.1257541,0,0
0.5659944,0.5659944,0.1001537,0.5907096,-0.1259593,0,0
0.5734829,0.5734829,0.09865024,0.589458,-0.1260326,0,0
0.5837809,0.5837809,0.09645937,0.5878784,-0.1260872,0,0
0.5925311,0.5925311,0.09504324,0.5872836,-0.126016,0,0
0.5973669,0.5973669,0.09438384,0.5875793,-0.1260143,0,0
0.6040645,0.6040645,0.09304109,0.586762,-0.1260729,0,0
0.6107624,0.6107624,0.09244616,0.5881294,-0.1260551,0,0
0.6147134,0.6147134,0.09180968,0.5880011,-0.126081,0,0
0.6182852,0.6182852,0.09118825,0.5878745,-0.1261109,0,0
0.6246589,0.6246589,0.08995298,0.5883497,-0.1261737,0,0
0.6301813,0.6301813,0.08918932,0.588844,-0.1261868,0,0
0.6351783,0.6351783,0.08862664,0.5895153,-0.126249,0,0
0.647298,0.647298,0.08714341,0.5907959,-0.1265416,0,0
0.6545812,0.6545812,0.08670612,0.5919388,-0.1267753,0,0
0.6610608,0.6610608,0.08593887,0.59259,-0.1269251,0,0
0.6665099,0.6665099,0.08560769,0.5937358,-0.1272142,0,0
0.6725081,0.6725081,0.08503388,0.5943877,-0.1273734,0,0
0.6773364,0.6773364,0.08493516,0.5952434,-0.1275376,0,0
0.6815,0.6815,0.0845015,0.5958499,-0.1276802,0,0
